return_id,order_line_id,return_initiated_date_key,return_received_date_key,reported_reason_code,item_condition_on_receipt,quantity_returned,refund_amount,refund_method
R00018995,OL000050645,20260712,20260715,R003,RESELLABLE,1,97.06,original_payment
R00018996,OL000050648,20251101,20251107,R002,refurbishable,1,963.57,manual_refund
R00018997,OL000050651,20251126,20251202,R002,resellable,1,188.89,wallet_credit
R00018998,OL000050655,20260328,20260406,,refurbishable,1,36.43,original_payment
R00018999,OL000050659,20250702,20250709,R006,resellable,1,180.28,original_payment
R00019000,OL000050661,20250919,20250926,R001,resellable,1,569.11,wallet_credit
R00019001,OL000050663,20250504,20250511,R003,resellable,1,58.89,original_payment
R00019002,OL000050666,20250320,20250329,R001,refurbishable,1,124.2,wallet_credit
R00019003,OL000050668,20250903,20250907,R010,resellable,1,249.01,manual_refund
R00019004,OL000050672,20260214,20260216,R002,resellable,1,96.86,original_payment
R00019005,OL000050673,20260307,20260314,R002,refurbishable,1,126.26,wallet_credit
R00019006,OL000050676,20250427,20250501,R002,refurbishable,1,332.06,wallet_credit
R00019007,OL000050677,20260514,20260516,R004,refurbishable,1,114.21,wallet_credit
R00019008,OL000050681,20250519,20250521,R002,resellable,1,69.28,original_payment
R00019009,OL000050685,20250829,20250904,R004,write_off,1,242.96,original_payment
R00019010,OL000050688,20260512,20260514,R005,write_off,1,198.45,original_payment
R00019011,OL000050691,20260407,20260416,R002,refurbishable,1,105.99,original_payment
R00019012,OL000050692,20260430,20260505,R001,refurbishable,1,149.1,manual_refund
R00019013,OL000050694,20260313,20260320,R005,write_off,1,138.43,original_payment
R00019014,OL000050696,20250512,20250515,R004,write_off,1,65.74,original_payment
R00019015,OL000050697,20260703,20260711,R002,resellable,1,63.67,original_payment
R00019016,OL000050700,20251226,20251228,R001,write_off,1,69.04,original_payment
R00019017,OL000050703,20250416,20250421,R007,resellable,1,445.25,wallet_credit
R00019018,OL000050704,20250521,20250530,R003,resellable,1,142.02,manual_refund
R00019019,OL000050708,20250922,20251001,R007,resellable,1,112.86,original_payment
R00019020,OL000050710,20251117,20251124,R002,resellable,1,66.8,original_payment
R00019021,OL000050713,20250426,20250505,R003,refurbishable,1,87.96,original_payment
R00019022,OL000050715,20250316,20250325,R001,write_off,1,126.61,wallet_credit
R00019023,OL000050718,20260331,20260402,R001,write_off,1,141.3,manual_refund
R00019024,OL000050719,20250311,20250320,R001,resellable,1,469.07,original_payment
R00019025,OL000050720,20250416,20250422,R007,resellable,1,93.55,original_payment
R00019026,OL000050721,20251129,20251202,R001,write_off,1,62.66,original_payment
R00019027,OL000050722,20251210,20251219,R006, resellable ,1,161.54,wallet_credit
R00019028,OL000050723,20260119,20260122,R001,refurbishable,1,200.19,original_payment
R00019029,OL000050724,20251028,20251105,R010,resellable,1,95.43,wallet_credit
R00019030,OL000050727,20250630,20250706,R008,refurbishable,1,387.23,original_payment
R00019031,OL000050729,20250616,20250624,R001,resellable,1,77.95,original_payment
R00019032,OL000050731,20250921,20250926,R001,resellable,1,80.0,original_payment
R00019033,OL000050737,20260627,20260703,R002,resellable,1,99.19,original_payment
R00019034,OL000050740,20250212,20250220,R008,resellable,1,82.35,original_payment
R00019035,OL000050741,20260518,20260527,R002,resellable,1,205.6,original_payment
R00019036,OL000050745,20250812,20250815,R003,resellable,2,342.64,original_payment
R00019037,OL000050749,20260501,20260507,R001,write_off,1,63.47,original_payment
R00019038,OL000050753,20250506,20250508,R003,write_off,1,63.13,original_payment
R00019039,OL000050754,20250506,20250511,R006,resellable,1,157.7,original_payment
R00019040,OL000050755,20250209,20250212,R001,resellable,1,58.95,original_payment
R00019041,OL000050760,20251130,20251205,R003,write_off,1,784.02,original_payment
R00019042,OL000050762,20251222,20251227,R002,resellable,2,1072.5,wallet_credit
R00019043,OL000050767,20250116,20250121,R007,resellable,1,158.88,original_payment
R00019044,OL000050768,20260402,20260410,R001,refurbishable,1,337.17,original_payment
R00019045,OL000050772,20250914,20250919,R003,resellable,1,286.86,original_payment
R00019046,OL000050773,20260223,20260226,R001,refurbishable,1,56.33,manual_refund
R00019047,OL000050774,20260709,20260711,R001,resellable,1,437.84,original_payment
R00019048,OL000050775,20250806,20250815,R006,resellable,1,171.92,original_payment
R00019049,OL000050778,20250626,20250629,R001,resellable,1,67.01,original_payment
R00019050,OL000050779,20251115,20251120,R010,resellable,1,122.9,original_payment
R00019051,OL000050780,20260719,20260721,R010,resellable,2,349.36,original_payment
R00019052,OL000050783,20250925,20250929,R003,resellable,1,609.46,manual_refund
R00019053,OL000050786,20260228,20260303,R004,refurbishable,1,64.59,wallet_credit
R00019054,OL000050787,20250727,20250731,R001,refurbishable,1,128.99,original_payment
R00019055,OL000050788,20250717,20250725,R007,resellable,1,39.21,manual_refund
R00019056,OL000050792,20260128,20260202,R005,resellable,1,62.49,original_payment
R00019057,OL000050793,20250306,20250315,R003,resellable,1,61.88,original_payment
R00019058,OL000050794,20250304,20250306,R002,resellable,1,79.35,wallet_credit
R00019059,OL000050796,20251118,20251120,R004,write_off,1,304.55,wallet_credit
R00019060,OL000050797,20260211,20260217,R010,resellable,1,643.54,original_payment
R00019061,OL000050798,20250629,20250704,R009,write_off,1,58.97,wallet_credit
R00019062,OL000050800,20250124,20250127,R004,resellable,2,400.04,original_payment
R00019063,OL000050803,20250305,20250313,R010,resellable,1,103.48,wallet_credit
R00019064,OL000050817,20260207,20260212,R007,resellable,1,122.62,wallet_credit
R00019065,OL000050823,20251202,20251204,R002,resellable,1,49.5,original_payment
R00019066,OL000050824,20260424,20260426,R001,resellable,1,283.96,wallet_credit
R00019067,OL000050829,20260621,20260625,R003,REFURBISHABLE,1,272.42,original_payment
R00019068,OL000050833,20260606,20260614,R004,resellable,1,75.64,original_payment
R00019069,OL000050836,20250222,20250224,R003,refurbishable,1,194.85,original_payment
R00019070,OL000050838,20250807,20250809,R002,refurbishable,1,525.33,original_payment
R00019071,OL000050839,20250803,20250808,R001,RESELLABLE,1,401.3,original_payment
R00019072,OL000050841,20260428,20260430,R003,resellable,1,132.71,wallet_credit
R00019073,OL000050844,20250402,20250406,R002,resellable,1,215.91,original_payment
R00019074,OL000050846,20250224,20250302,R001,resellable,2,333.4,original_payment
R00019075,OL000050852,20260710,20260712,R002,resellable,1,216.94,wallet_credit
R00019076,OL000050853,20250327,20250402,R002,resellable,1,49.55,original_payment
R00019077,OL000050857,20250217,20250221,R003,resellable,1,95.06,original_payment
R00019078,OL000050861,20250307,20250309,R004,write_off,1,68.72,wallet_credit
R00019079,OL000050863,20260427,20260504,R001,resellable,1,127.09,original_payment
R00019080,OL000050866,20250503,20250511,R010,write_off,1,82.83,wallet_credit
R00019081,OL000050869,20260201,20260210,R006,resellable,1,67.76,original_payment
R00019082,OL000050871,20251005,20251013,R003,resellable,1,149.13,original_payment
R00019083,OL000050873,20250808,20250817,R003,write_off,1,110.37,original_payment
R00019084,OL000050874,20250920,20250923,R002,resellable,1,107.62,original_payment
R00019085,OL000050879,20251018,20251025,R002,resellable,1,57.78,original_payment
R00019086,OL000050881,20260429,20260503,R010,resellable,1,62.95,manual_refund
R00019087,OL000050882,20260706,20260715,R001,refurbishable,2,196.5,manual_refund
R00019088,OL000050883,20251010,20251015,R002,resellable,1,91.99,original_payment
R00019089,OL000050884,20250330,20250401,R002,write_off,1,65.7,original_payment
R00019090,OL000050885,20260219,20260228,R007,resellable,1,110.58,wallet_credit
R00019091,OL000050889,20260425,20260503,R005,refurbishable,1,88.04,original_payment
R00019092,OL000050890,20250609,20250613,R004,write_off,1,114.17,original_payment
R00019093,OL000050892,20260610,20260615,R004,resellable,1,65.6,original_payment
R00019094,OL000050893,20250622,20250628,R009,refurbishable,2,167.14,original_payment
R00019095,OL000050895,20260612,20260620,R008,resellable,1,70.58,original_payment
R00019096,OL000050896,20250823,20250828,R005,refurbishable,1,135.91,original_payment
R00019097,OL000050897,20250527,20250601,R003,write_off,1,40.69,original_payment
R00019098,OL000050900,20251206,20251214,R001,resellable,1,47.94,original_payment
R00019099,OL000050901,20260721,20260727,R002,resellable,1,46.15,original_payment
R00019100,OL000050903,20260616,20260624,R008,resellable,2,280.76,original_payment
R00019101,OL000050904,20251130,20251206,R002,write_off,1,57.78,manual_refund
R00019102,OL000050905,20250604,20250608,R003,refurbishable,1,95.5,original_payment
R00019103,OL000050910,20260601,20260607,R008,resellable,1,149.03,original_payment
R00019104,OL000050911,20251018,20251020,R005,resellable,1,526.3,manual_refund
R00019105,OL000050914,20251028,20251030,R001,refurbishable,1,166.28,wallet_credit
R00019106,OL000050917,20250125,20250128,R004,refurbishable,1,199.89,original_payment
R00019107,OL000050918,20250628,20250702,R008,resellable,1,1177.31,wallet_credit
R00019108,OL000050920,20250306,20250314,R003,resellable,1,154.42,original_payment
R00019109,OL000050925,20250618,20250624,R003,refurbishable,1,187.81,original_payment
R00019110,OL000050927,20251219,20251221,R001,refurbishable,1,158.04,original_payment
R00019111,OL000050932,20260413,20260418,R002,resellable,1,177.96,manual_refund
R00019112,OL000050933,20251017,20251026,R003,resellable,1,109.93,manual_refund
R00019113,OL000050943,20251027,20251030,R003,resellable,1,139.0,wallet_credit
R00019114,OL000050944,20260715,20260720,R009,refurbishable,1,113.22,original_payment
R00019115,OL000050952,20260626,20260629,R004,resellable,1,119.69,original_payment
R00019116,OL000050953,20250506,20250509,R006,resellable,1,84.76,original_payment
R00019117,OL000050955,20251019,20251026,R002,resellable,1,216.03,original_payment
R00019118,OL000050956,20250905,20250913,R002,write_off,1,634.26,original_payment
R00019119,OL000050958,20260531,20260604,R002,refurbishable,1,138.4,wallet_credit
R00019120,OL000050963,20250920,20250926,R006,resellable,1,65.32,original_payment
R00019121,OL000050964,20250124,20250128,R001,write_off,2,229.7,wallet_credit
R00019122,OL000050969,20251212,20251221,R001,refurbishable,1,51.2,original_payment
R00019123,OL000050970,20250302,20250307,R004,write_off,1,462.87,original_payment
R00019124,OL000050973,20251124,20251130,R005,write_off,1,365.19,manual_refund
R00019125,OL000050976,20251027,20251029,R001,refurbishable,1,151.81,original_payment
R00019126,OL000050977,20260627,20260706,R007,refurbishable,1,112.72,original_payment
R00019127,OL000050979,20250902,20250911,R003,refurbishable,1,98.38,original_payment
R00019128,OL000050980,20251121,20251126,R001,write_off,1,200.26,original_payment
R00019129,OL000050983,20250609,20250612,R001,resellable,1,43.95,original_payment
R00019130,OL000050985,20250427,20250502,R002,resellable,1,65.07,original_payment
R00019131,OL000050990,20250805,20250810,R003,resellable,1,142.54,original_payment
R00019132,OL000050991,20250327,20250404,R002,resellable,1,346.67,original_payment
R00019133,OL000050994,20250813,20250816,R009,resellable,1,69.14,original_payment
R00019134,OL000050995,20250519,20250523,R004,resellable,1,221.03,original_payment
R00019135,OL000051001,20260420,20260426,R001,write_off,1,51.76,original_payment
R00019136,OL000051002,20250830,20250903,R009,write_off,1,201.93,original_payment
R00019137,OL000051007,20260310,20260317,R003,resellable,1,76.05,manual_refund
R00019138,OL000051009,20260709,20260718,R007,resellable,1,41.8,original_payment
R00019139,OL000051013,20260408,20260416,R007,write_off,1,80.98,original_payment
R00019140,OL000051016,20250814,20250823,R002,resellable,1,118.55,original_payment
R00019141,OL000051018,20251030,20251103,R002,resellable,1,61.15,original_payment
R00019142,OL000051019,20260107,20260112,R002,REFURBISHABLE,1,143.2,original_payment
R00019143,OL000051020,20260613,20260619,R001,write_off,1,185.11,original_payment
R00019144,OL000051025,20251115,20251121,R001,refurbishable,1,210.71,original_payment
R00019145,OL000051027,20251206,20251208,R009,write_off,1,140.78,original_payment
R00019146,OL000051029,20250923,20251001,R001,resellable,1,391.53,original_payment
R00019147,OL000051030,20251216,20251221,R001,refurbishable,1,183.55,original_payment
R00019148,OL000051032,20260428,20260505,R002,resellable,1,226.12,manual_refund
R00019149,OL000051033,20251025,20251102,R003,refurbishable,1,67.71,original_payment
R00019150,OL000051038,20250122,20250131,R003,resellable,1,368.46,manual_refund
R00019151,OL000051042,20250113,20250121,R010,resellable,1,402.4,original_payment
R00019152,OL000051043,20251117,20251123,R002,resellable,1,120.81,wallet_credit
R00019153,OL000051048,20251009,20251018,R003,resellable,1,410.7,manual_refund
R00019154,OL000051050,20260220,20260228,R002,resellable,1,91.62,manual_refund
R00019155,OL000051052,20260406,20260415,R002,resellable,1,711.51,original_payment
R00019156,OL000051053,20250508,20250512,R005,resellable,1,40.16,original_payment
R00019157,OL000051054,20250427,20250504,R002,write_off,1,157.62,manual_refund
R00019158,OL000051057,20251227,20251231,R001,resellable,1,90.19,wallet_credit
R00019159,OL000051058,20251013,20251022,R003,resellable,1,116.63,original_payment
R00019160,OL000051060,20250528,20250605,R002,resellable,1,61.54,original_payment
R00019161,OL000051065,20251118,20251125,R010,refurbishable,1,62.49,original_payment
R00019162,OL000051067,20260524,20260528,R002,refurbishable,1,223.72,original_payment
R00019163,OL000051068,20250810,20250812,R002,resellable,1,108.1,wallet_credit
R00019164,OL000051071,20260123,20260130,R003,resellable,1,839.56,wallet_credit
R00019165,OL000051072,20250915,20250919,R002,write_off,1,259.32,manual_refund
R00019166,OL000051073,20250819,20250826,R002,resellable,1,71.52,wallet_credit
R00019167,OL000051077,20260527,20260604,R006,resellable,1,46.95,original_payment
R00019168,OL000051080,20250601,20250604,R003,resellable,1,89.49,original_payment
R00019169,OL000051083,20250707,20250713,R008,resellable,1,116.87,wallet_credit
R00019170,OL000051089,20260710,20260715,R010,resellable,1,386.17,original_payment
R00019171,OL000051093,20250928,20251002,R009,resellable,1,56.64,original_payment
R00019172,OL000051095,20260712,20260715,R004,refurbishable,1,175.43,original_payment
R00019173,OL000051097,20260205,20260207,R004,refurbishable,1,405.51,original_payment
R00019174,OL000051098,20260114,20260121,R001,resellable,1,88.21,original_payment
R00019175,OL000051099,20251231,20260104,R010,resellable,1,113.56,original_payment
R00019176,OL000051102,20251217,20251223,R007,resellable,1,135.51,wallet_credit
R00019177,OL000051104,20250927,20251001,R008,resellable,1,157.85,original_payment
R00019178,OL000051107,20251201,20251208,R003,resellable,1,98.73,original_payment
R00019179,OL000051111,20250930,20251009,R003,write_off,1,487.45,original_payment
R00019180,OL000051112,20260601,20260604,R007,resellable,1,130.58,original_payment
R00019181,OL000051114,20250226,20250306,R002,resellable,1,232.31,original_payment
R00019182,OL000051115,20260122,20260127,R006,resellable,1,133.42,original_payment
R00019183,OL000051117,20251010,20251014,R001,resellable,1,121.14,original_payment
R00019184,OL000051119,20260223,20260226,R006,refurbishable,1,91.1,original_payment
R00019185,OL000051120,20251122,20251126,R008,resellable,1,113.64,original_payment
R00019186,OL000051121,20260111,20260117,R002,resellable,1,33.53,wallet_credit
R00019187,OL000051122,20250911,20250914,R002,refurbishable,1,26.28,wallet_credit
R00019188,OL000051124,20250706,20250709,R001,resellable,2,257.54,manual_refund
R00019189,OL000051127,20251220,20251225,R004,resellable,1,60.39,original_payment
R00019190,OL000051131,20260708,20260710,R001,resellable,1,85.88,original_payment
R00019191,OL000051132,20250310,20250314,R007,resellable,1,99.37,original_payment
R00019192,OL000051134,20251019,20251022,R003,resellable,1,128.88,original_payment
R00019193,OL000051135,20260501,20260509,R003,refurbishable,2,274.22,original_payment
R00019194,OL000051138,20250701,20250707,R003,resellable,1,106.16,manual_refund
R00019195,OL000051143,20250922,20250926,R003,resellable,1,38.56,original_payment
R00019196,OL000051146,20260219,20260228,R001,refurbishable,1,489.76,original_payment
R00019197,OL000051148,20260423,20260425,R002,refurbishable,1,103.24,original_payment
R00019198,OL000051150,20260302,20260306,R010,resellable,1,112.65,original_payment
R00019199,OL000051152,20260430,20260506,R003,resellable,1,434.81,original_payment
R00019200,OL000051159,20260411,20260414,R002,refurbishable,1,118.54,original_payment
R00019201,OL000051161,20250214,20250222,R004,write_off,1,1030.95,original_payment
R00019202,OL000051164,20250603,20250610,R009,resellable,1,90.08,original_payment
R00019203,OL000051166,20260115,20260124,R002,resellable,1,83.52,original_payment
R00019204,OL000051170,20250427,20250430,R010,write_off,1,88.29,original_payment
R00019205,OL000051173,20250224,20250304,R005,resellable,1,151.29,wallet_credit
R00019206,OL000051175,20251028,20251104,R010,resellable,1,78.33,wallet_credit
R00019207,OL000051179,20250512,20250519,R003,write_off,1,163.08,original_payment
R00019208,OL000051183,20260204,20260210,R008,write_off,1,186.85,original_payment
R00019209,OL000051186,20251203,20251210,R001,resellable,1,60.39,original_payment
R00019210,OL000051191,20250303,20250310,R002,resellable,2,1540.28,original_payment
R00019211,OL000051193,20260630,20260704,R003,refurbishable,1,190.75,original_payment
R00019212,OL000051197,20260531,20260605,R001,refurbishable,1,709.99,original_payment
R00019213,OL000051199,20260111,20260116,R010,resellable,1,97.27,original_payment
R00019214,OL000051200,20250910,20250915,R005,write_off,1,116.26,original_payment
R00019215,OL000051204,20251208,20251212,R002,resellable,1,132.79,original_payment
R00019216,OL000051210,20260314,20260318,R003,resellable,1,91.03,wallet_credit
R00019217,OL000051212,20251012,20251017,R001,refurbishable,1,290.09,wallet_credit
R00019218,OL000051215,20260625,20260704,R001,write_off,1,41.55,wallet_credit
R00019219,OL000051222,20250326,20250402,R003,resellable,1,54.63,original_payment
R00019220,OL000051223,20260106,20260113,R003,refurbishable,1,34.07,wallet_credit
R00019221,OL000051226,20251223,20251231,R001,resellable,1,190.18,original_payment
R00019222,OL000051229,20251205,20251210,R003,write_off,1,93.97,original_payment
R00019223,OL000051234,20251011,20251016,R007,resellable,1,288.55,original_payment
R00019224,OL000051235,20250725,20250727,R010,resellable,1,237.89,manual_refund
R00019225,OL000051241,20250701,20250707,R003,resellable,1,130.57,wallet_credit
R00019226,OL000051244,20250316,20250323,R003,resellable,1,105.97,manual_refund
R00019227,OL000051246,20260413,20260415,R004,resellable,1,492.48,original_payment
R00019228,OL000051247,20260305,20260310,R010,resellable,2,513.82,original_payment
R00019229,OL000051251,20251019,20251022,R010,refurbishable,1,111.69,original_payment
R00019230,OL000051252,20260606,20260611,R004,resellable,1,74.27,original_payment
R00019231,OL000051254,20250724,20250730,,resellable,1,319.24,wallet_credit
R00019232,OL000051255,20260709,20260716,R002,resellable,1,78.73,wallet_credit
R00019233,OL000051257,20260525,20260528,R002,resellable,1,137.55,original_payment
R00019234,OL000051259,20260211,20260215,R001,resellable,1,117.41,wallet_credit
R00019235,OL000051261,20260702,20260710,R001,write_off,1,39.76,original_payment
R00019236,OL000051264,20251120,20251127,R003,resellable,1,259.96,wallet_credit
R00019237,OL000051267,20260112,20260117,R001,resellable,1,183.23,original_payment
R00019238,OL000051270,20251119,20251121,R010,resellable,3,359.16,original_payment
R00019239,OL000051273,20250608,20250616,R001,resellable,1,146.56,manual_refund
R00019240,OL000051274,20251208,20251216,R003,resellable,1,88.51,original_payment
R00019241,OL000051277,20250714,20250723,R002,resellable,1,79.34,manual_refund
R00019242,OL000051278,20250916,20250922,R006,RESELLABLE,1,469.9,original_payment
R00019243,OL000051279,20251112,20251120,R003,resellable,1,249.56,original_payment
R00019244,OL000051286,20260110,20260118,R002,resellable,1,105.37,original_payment
R00019245,OL000051290,20250605,20250609,R002,resellable,1,204.09,wallet_credit
R00019246,OL000051294,20260413,20260421,R004,write_off,1,281.78,original_payment
R00019247,OL000051296,20250119,20250122,R002,resellable,1,152.91,original_payment
R00019248,OL000051299,20260527,20260529,R003,refurbishable,1,51.22,manual_refund
R00019249,OL000051303,20250211,20250218,R003,write_off,1,70.59,original_payment
R00019250,OL000051304,20260612,20260618,R001,resellable,1,68.52,original_payment
R00019251,OL000051305,20250924,20250926,R001,resellable,1,249.32,original_payment
R00019252,OL000051306,20251212,20251218,R003,refurbishable,1,81.85,original_payment
R00019253,OL000051307,20250302,20250308,R001,refurbishable,1,21.14,wallet_credit
R00019254,OL000051309,20250312,20250321,R003,resellable,2,664.18,original_payment
R00019255,OL000051310,20250818,20250826,R007,resellable,1,50.88,original_payment
R00019256,OL000051311,20250425,20250429,R003,resellable,1,59.62,original_payment
R00019257,OL000051312,20250915,20250918,R001,refurbishable,1,60.91,wallet_credit
R00019258,OL000051313,20250220,20250225,R002,resellable,1,68.19,original_payment
R00019259,OL000051316,20251206,20251209,R007,refurbishable,1,154.57,original_payment
R00019260,OL000051318,20250628,20250703,R003,write_off,1,59.88,original_payment
R00019261,OL000051319,20250519,20250521,R004,write_off,1,118.37,original_payment
R00019262,OL000051321,20250721,20250723,R002,resellable,1,163.33,original_payment
R00019263,OL000051323,20251101,20251109,R002,resellable,1,75.04,original_payment
R00019264,OL000051324,20250706,20250714,R002,refurbishable,1,87.2,manual_refund
R00019265,OL000051328,20260412,20260419,R010,resellable,1,609.92,wallet_credit
R00019266,OL000051329,20260306,20260312,R003,write_off,1,127.15,original_payment
R00019267,OL000051334,20250131,20250207,R009,refurbishable,1,98.5,original_payment
R00019268,OL000051337,20250415,20250424,R002,refurbishable,1,78.45,original_payment
R00019269,OL000051343,20250731,20250808,R005,resellable,1,46.56,original_payment
R00019270,OL000051346,20260706,20260711,R003,refurbishable,1,220.22,original_payment
R00019271,OL000051347,20260307,20260309,R002,resellable,1,105.22,original_payment
R00019272,OL000051350,20251009,20251016,R001,resellable,2,173.84,original_payment
R00019273,OL000051351,20260214,20260223,R003,resellable,1,49.46,original_payment
R00019274,OL000051354,20250821,20250826,R010,resellable,1,66.16,original_payment
R00019275,OL000051355,20260531,20260604,R003,resellable,1,94.15,original_payment
R00019276,OL000051356,20251030,20251106,R003,resellable,1,116.47,original_payment
R00019277,OL000051360,20260211,20260214,R003,refurbishable,1,39.51,original_payment
R00019278,OL000051366,20260617,20260625,R001,resellable,1,556.4,wallet_credit
R00019279,OL000051367,20250129,20250206,R002,resellable,1,559.65,wallet_credit
R00019280,OL000051371,20260331,20260409,R003,resellable,1,83.98,original_payment
R00019281,OL000051373,20260621,20260629,R002,resellable,1,100.01,original_payment
R00019282,OL000051376,20260702,20260706,R003,write_off,1,142.94,original_payment
R00019283,OL000051377,20260705,20260707,R001,refurbishable,1,68.66,manual_refund
R00019284,OL000051382,20250417,20250426,R002,refurbishable,1,56.5,original_payment
R00019285,OL000051383,20251212,20251215,R003,refurbishable,1,94.97,wallet_credit
R00019286,OL000051385,20251222,20251229,R003,resellable,1,1534.6,original_payment
R00019287,OL000051390,20250517,20250519,R006,resellable,1,155.62,original_payment
R00019288,OL000051391,20251117,20251121,R002,refurbishable,1,39.18,original_payment
R00019289,OL000051393,20251206,20251212,R007,RESELLABLE,1,86.3,wallet_credit
R00019290,OL000051394,20251020,20251023,R001,resellable,1,472.07,wallet_credit
R00019291,OL000051395,20251207,20251210,R003,resellable,1,100.57,wallet_credit
R00019292,OL000051397,20260422,20260430,R003,refurbishable,1,337.5,manual_refund
R00019293,OL000051398,20251128,20251130,R004,resellable,1,170.27,original_payment
R00019294,OL000051400,20260125,20260130,R001,resellable,1,46.56,wallet_credit
R00019295,OL000051401,20250901,20250910,R003,resellable,1,131.6,original_payment
R00019296,OL000051406,20260527,20260603,R010,resellable,1,104.16,original_payment
R00019297,OL000051407,20250803,20250806,R003,resellable,2,182.88,original_payment
R00019298,OL000051411,20260501,20260504,R003,resellable,1,158.02,manual_refund
R00019299,OL000051416,20250412,20250421,R003,resellable,1,381.58,original_payment
R00019300,OL000051417,20250722,20250728,R003,resellable,1,149.17,original_payment
R00019301,OL000051418,20250216,20250218,R001,resellable,1,124.1,original_payment
R00019302,OL000051421,20260419,20260421,R002,resellable,1,316.51,original_payment
R00019303,OL000051426,20260629,20260701,,write_off,1,66.62,original_payment
R00019304,OL000051427,20250822,20250824,R003,resellable,1,73.54,original_payment
R00019305,OL000051428,20250523,20250531,R003,resellable,1,114.52,original_payment
R00019306,OL000051431,20250725,20250731,R002,resellable,1,74.75,wallet_credit
R00019307,OL000051433,20250423,20250502,R003,resellable,1,260.36,original_payment
R00019308,OL000051438,20260421,20260428,R006,refurbishable,1,120.54,original_payment
R00019309,OL000051440,20250909,20250912,R009,refurbishable,1,74.82,manual_refund
R00019310,OL000051442,20260501,20260510,R003,refurbishable,1,18.87,original_payment
R00019311,OL000051443,20250130,20250201,R003,refurbishable,1,102.0,original_payment
R00019312,OL000051444,20251112,20251121,R002,resellable,1,248.93,manual_refund
R00019313,OL000051445,20260417,20260425,R001,resellable,1,338.96,original_payment
R00019314,OL000051448,20250411,20250417,R001,resellable,1,262.68,original_payment
R00019315,OL000051449,20260111,20260114,R001,refurbishable,1,22.59,original_payment
R00019316,OL000051450,20250816,20250822,R003,resellable,1,618.52,manual_refund
R00019317,OL000051451,20250917,20250923,R008,resellable,1,227.12,wallet_credit
R00019318,OL000051452,20250416,20250422,R009,resellable,1,114.83,original_payment
R00019319,OL000051454,20250318,20250327,R003,resellable,1,102.92,original_payment
R00019320,OL000051457,20260331,20260405,R009,resellable,1,115.85,original_payment
R00019321,OL000051461,20251116,20251123,R002,resellable,1,66.11,original_payment
R00019322,OL000051465,20260531,20260608,R003,resellable,1,145.43,original_payment
R00019323,OL000051467,20260325,20260329,R001,resellable,2,152.24,wallet_credit
R00019324,OL000051472,20260420,20260424,R003,refurbishable,1,47.86,original_payment
R00019325,OL000051474,20250904,20250910,R003,resellable,1,271.09,original_payment
R00019326,OL000051476,20250205,20250208,R002,resellable,1,123.69,original_payment
R00019327,OL000051477,20250929,20251002,R002,resellable,1,230.02,original_payment
R00019328,OL000051483,20260224,20260226,R002,write_off,1,107.56,original_payment
R00019329,OL000051484,20250223,20250301,R004,write_off,1,331.74,manual_refund
R00019330,OL000051486,20260327,20260401,R001,refurbishable,2,113.72,original_payment
R00019331,OL000051492,20250520,20250525,R001,resellable,1,252.87,original_payment
R00019332,OL000051493,20250212,20250217,R005,refurbishable,1,242.74,original_payment
R00019333,OL000051496,20251026,20251101,R003,resellable,1,196.98,original_payment
R00019334,OL000051499,20250802,20250810,R002,resellable,1,181.88,wallet_credit
R00019335,OL000051500,20251125,20251203,R003,refurbishable,1,94.77,original_payment
R00019336,OL000051501,20260330,20260402,R005,resellable,2,118.1,original_payment
R00019337,OL000051508,20250324,20250330,R003,resellable,1,175.03,original_payment
R00019338,OL000051509,20250625,20250702,R003,resellable,1,188.06,wallet_credit
R00019339,OL000051513,20260628,20260703,R003,resellable,1,131.41,original_payment
R00019340,OL000051516,20260310,20260318,R002,resellable,1,154.41,manual_refund
R00019341,OL000051517,20250911,20250918,R001,resellable,1,169.09,original_payment
R00019342,OL000051526,20250124,20250129,R001,refurbishable,1,159.28,original_payment
R00019343,OL000051531,20251207,20251210,R002,refurbishable,1,102.83,wallet_credit
R00019344,OL000051532,20260618,20260625,R002,write_off,1,87.73,manual_refund
R00019345,OL000051534,20260516,20260525,R001,resellable,1,67.1,original_payment
R00019346,OL000051539,20251130,20251206,R001,resellable,1,386.35,original_payment
R00019347,OL000051540,20251222,20251226,R002,resellable,1,87.91,original_payment
R00019348,OL000051542,20250811,20250815,R006,resellable,1,145.91,wallet_credit
R00019349,OL000051549,20250318,20250325,R001,resellable,1,164.54,original_payment
R00019350,OL000051552,20250611,20250620,R002,refurbishable,1,214.44,original_payment
R00019351,OL000051553,20250625,20250701,R002,resellable,1,158.92,manual_refund
R00019352,OL000051554,20250525,20250531,R001,write_off,1,132.93,original_payment
R00019353,OL000051555,20250505,20250510,R001,refurbishable,1,122.46,wallet_credit
R00019354,OL000051559,20260413,20260422,R003,refurbishable,1,26.93,original_payment
R00019355,OL000051560,20250608,20250613,R003,write_off,2,186.6,manual_refund
R00019356,OL000051571,20260328,20260401,R003,resellable,1,253.32,original_payment
R00019357,OL000051574,20260425,20260501,R004,refurbishable,1,478.96,wallet_credit
R00019358,OL000051577,20250523,20250601,R003,resellable,1,498.78,original_payment
R00019359,OL000051578,20260306,20260314,R001,resellable,1,63.04,original_payment
R00019360,OL000051583,20260501,20260504,R002,resellable,1,89.77,original_payment
