listing_id,seller_id,category,subcategory,brand,listing_created_date,price,discount_pct,image_count,has_video,title_length_chars,description_length_chars,specifications_filled_pct,has_size_chart,has_dimensions_listed,variant_count,item_weight_kg
L004743,S00151,Fashion,Watches,,2025-10-31,149.3,0.048,8,False,82,844.0,0.545,True,True,6,1.09
L004744,S00302,Home,Decor,,2023-06-09,171.21,0.137,7,False,31,510.0,0.412,False,False,1,8.74
L004745,S00134,Beauty,Fragrance,,2024-08-07,59.36,0.07,5,True,71,335.0,0.848,False,True,5,0.27
L004746,S00370,Fashion,Sneakers,Generic,2024-11-04,70.99,0.436,2,False,61,659.0,0.571,False,False,10,0.71
L004747,S00066,Fashion,Dresses,Imported Brand,2026-05-11,80.68,0.109,7,False,61,478.0,0.596,False,True,6,0.59
L004748,S00250,Electronics,Small Appliances,Mid Brand,2023-01-03,196.49,0.101,6,False,45,146.0,0.519,False,False,4,5.11
L004749,S00052,Fashion,Dresses,,2025-08-27,442.36,0.175,4,False,55,391.0,0.362,True,False,4,0.82
L004750,S00093,Home,Decor,Mid Brand,2024-02-07,249.42,0.068,12,True,41,152.0,0.399,False,False,5,7.7
L004751,S00298,Beauty,Haircare,Generic,2023-04-21,117.08,0.04,4,False,74,256.0,0.5,False,,6,0.74
L004752,S00083,Beauty,Fragrance,Generic,2024-05-05,96.42,0.056,2,False,61,1694.0,0.484,False,False,5,0.4
L004753,S00102,home,Kitchen,Generic,2024-07-14,103.44,0.373,2,True,12,673.0,0.306,False,True,2,5.59
L004754,S00387,Fashion,Jeans,Generic,2024-02-09,71.27,0.214,1,False,53,516.0,0.505,True,False,8,0.57
L004755,S00122,Fashion,Sneakers,Generic,2024-04-08,159.14,0.04,5,False,41,3357.0,0.716,True,False,4,0.66
L004756,S00235,Fashion,T-Shirts,Generic,2025-10-03,80.6,0.121,2,False,64,678.0,0.427,,True,10,0.89
L004757,S00408,Fashion,Sneakers,Imported Brand,2025-01-24,228.76,0.012,5,False,76,452.0,0.464,True,True,12,0.39
L004758,S00083,Electronics,Mobiles,Imported Brand,2025-08-06,944.28,0.161,5,False,20,412.0,0.684,False,False,4,1.25
L004759,S00325,Fashion,Watches,Private Label,2026-04-20,326.24,0.084,5,False,80,498.0,0.606,True,False,7,0.26
L004760,S00193,Electronics,Laptops,Mid Brand,2024-09-15,473.28,0.143,3,False,40,162.0,0.291,False,True,3,1.23
L004761,S00164,Beauty,Haircare,,2024-05-10,167.28,0.177,2,False,54,1503.0,0.638,False,False,4,0.22
L004762,S00411,Fashion,Sneakers,Private Label,2023-02-14,49.8,0.14,4,False,50,666.0,0.367,True,False,8,0.54
L004763,S00137,Electronics,Cameras,Generic,2024-09-23,320.21,0.211,6,False,55,284.0,0.302,False,True,4,0.71
L004764,S00198,Sports,Outdoor,Imported Brand,2024-10-31,323.26,0.035,9,False,37,673.0,0.825,False,False,5,0.53
L004765,S00143,Electronics,Cameras,Private Label,2024-07-07,1686.22,0.457,3,False,20,451.0,0.336,False,False,5,1.44
L004766,S00254,Beauty,Makeup,Private Label,2024-06-22,267.11,0.041,4,False,41,2084.0,0.426,False,False,5,0.74
L004767,S00192,Electronics,Small Appliances,Mid Brand,2024-01-01,476.86,0.062,2,True,76,2162.0,0.434,,False,12,0.23
L004768,S00033,Home,Storage,Imported Brand,2024-01-14,189.75,0.174,6,False,95,322.0,0.629,False,False,5,4.91
L004769,S00144,Fashion,Watches,Premium Brand,2026-04-04,150.12,0.341,1,False,67,3118.0,0.559,True,,8,1.15
L004770,S00263,Electronics,Small Appliances,Private Label,2024-11-16,305.12,0.113,4,False,63,184.0,0.596,False,False,1,1.47
L004771,S00004,Fashion,Dresses,Mid Brand,2025-03-11,348.51,0.025,10,False,85,1047.0,0.962,False,False,14,1.1
L004772,S00150,Fashion,T-Shirts,Generic,2024-11-21,93.49,0.118,11,True,56,385.0,0.687,True,False,12,0.95
L004773,S00152, Fashion ,Sneakers,Premium Brand,2026-02-23,97.4,0.134,4,False,52,907.0,0.767,False,False,10,0.39
L004774,S00108,Electronics,Laptops,Mid Brand,2025-02-20,308.4,0.531,2,True,59,658.0,0.51,False,False,2,1.49
L004775,S00066,Home,Decor,Imported Brand,2024-04-22,316.65,0.54,5,False,48,667.0,0.692,False,False,2,2.47
L004776,S00340,Beauty,Makeup,Generic,2023-09-09,80.24,0.052,7,False,66,2374.0,0.792,False,True,4,0.21
L004777,S00235,Fashion,T-Shirts,Premium Brand,2026-03-19,111.55,0.074,6,False,58,520.0,0.543,True,False,9,0.58
L004778,S00192,Sports,Shoes,,2026-04-06,69.07,0.53,2,True,93,716.0,0.577,False,False,9,1.55
L004779,S00037,Home,Kitchen,Premium Brand,2025-12-13,109.3,0.086,7,False,63,1109.0,0.49,False,False,3,4.03
L004780,S00138,Electronics,Headphones,Imported Brand,2023-01-23,295.84,0.055,6,True,47,,0.158,False,False,8,0.97
L004781,S00309,Electronics,Headphones,Private Label,2024-04-10,475.97,0.156,2,False,44,759.0,0.824,False,False,2,0.59
L004782,S00183,Fashion,Sneakers,Private Label,2023-01-04,99.97,0.159,8,False,76,368.0,,True,False,12,0.83
L004783,S00070,Beauty,Skincare,Generic,2024-04-02,59.61,0.168,3,False,78,399.0,0.39,False,False,7,0.44
L004784,S00150,Home,Furniture,Private Label,2023-04-14,139.85,0.114,4,False,43,,0.412,False,True,2,9.91
L004785,S00214,Electronics,Mobiles,Mid Brand,2024-02-12,502.14,0.04,4,False,84,1005.0,0.672,False,False,6,1.29
L004786,S00336,Electronics,Laptops,,2025-11-19,528.82,0.006,4,False,67,631.0,0.714,False,False,6,1.15
L004787,S00058,Home,Storage,Private Label,2024-01-11,184.42,0.452,5,True,46,,0.864,False,True,5,7.47
L004788,S00257,Home,Furniture,Private Label,2026-04-04,214.13,0.626,10,False,59,592.0,0.481,False,True,6,1.34
L004789,S00264,Fashion,Watches,Generic,2024-03-13,83.93,0.156,3,False,78,,0.491,False,True,9,0.72
L004790,S00089,Electronics,Cameras,Generic,2025-06-06,680.83,0.161,5,False,50,468.0,0.931,False,False,2,0.75
L004791,S00201,Sports,Equipment,Premium Brand,2023-07-26,173.93,0.398,4,False,59,650.0,0.684,False,False,5,0.86
L004792,S00208,Home,Furniture,Generic,2024-08-13,211.77,0.066,7,False,83,593.0,0.862,False,True,2,3.04
L004793,S00040,Fashion,Watches,Generic,2025-06-14,324.07,0.023,6,False,88,380.0,0.53,False,False,18,0.4
L004794,S00213,Electronics,Cameras,Private Label,2025-10-14,580.33,0.203,7,False,48,1327.0,0.579,False,,1,6.42
L004795,S00256,Electronics,Small Appliances,Private Label,2023-02-21,253.83,0.188,2,False,62,493.0,0.666,False,False,8,0.16
L004796,S00222,Electronics,Laptops,Mid Brand,2025-05-19,209.94,0.183,6,True,61,238.0,0.667,False,False,2,3.03
L004797,S00096,Electronics,Mobiles,Private Label,2024-07-09,552.45,0.006,4,False,45,810.0,0.414,False,True,4,0.63
L004798,S00357,Sports,Outdoor,Generic,2023-03-13,108.94,0.167,8,False,59,919.0,0.722,False,False,2,0.81
L004799,S00371,Electronics,Headphones,Imported Brand,2026-04-23,1533.12,0.283,5,False,102,2460.0,0.697,False,True,9,0.28
L004800,S00362,Beauty,Skincare,Generic,2023-01-28,48.16,0.009,10,False,76,633.0,0.657,,True,4,0.75
L004801,S00433,Beauty,Skincare,Generic,2025-09-26,152.02,0.015,7,False,52,705.0,0.371,False,True,3,0.59
L004802,S00089,Electronics,Mobiles,Private Label,2025-09-08,439.99,0.058,7,False,71,718.0,0.602,,False,4,1.24
L004803,S00329,Electronics,Small Appliances,Mid Brand,2023-01-13,423.38,0.085,3,False,60,707.0,,False,False,3,0.53
L004804,S00039,Electronics,Cameras,Generic,2025-02-20,145.23,0.053,3,False,25,573.0,0.496,False,False,5,0.7
L004805,S00247, Beauty ,Makeup,Private Label,2024-09-10,50.93,0.098,3,False,59,1308.0,0.564,False,False,2,0.79
L004806,S00214,Electronics,Small Appliances,Generic,2025-11-17,529.06,0.225,3,True,27,406.0,0.356,False,,11,0.77
L004807,S00239,Electronics,Headphones,Mid Brand,2026-04-22,971.34,0.046,8,True,68,272.0,0.278,False,False,3,
L004808,S00046,Fashion,Dresses,Premium Brand,2023-08-18,168.02,0.224,4,False,32,649.0,0.848,False,False,7,0.96
L004809,S00175,Home,Furniture,Private Label,2023-07-14,170.68,0.231,4,False,57,1556.0,0.783,False,True,4,2.64
L004810,S00001,Fashion,Jeans,Generic,2024-10-18,73.59,0.139,6,False,59,1374.0,0.844,True,False,9,0.68
L004811,S00377,Electronics,Headphones,Mid Brand,2025-08-24,642.05,0.345,3,False,59,937.0,0.509,False,False,6,0.59
L004812,S00400,Electronics,Cameras,Private Label,2025-10-03,665.59,0.465,6,True,42,499.0,0.721,False,False,5,1.13
L004813,S00351,Electronics,Headphones,Generic,2025-11-24,311.33,0.213,8,False,36,741.0,0.875,False,,8,0.79
L004814,S00027,Electronics,Mobiles,Mid Brand,2023-08-09,760.85,0.104,4,False,38,1784.0,0.31,False,False,4,0.2
L004815,S00271,Home,Storage,Mid Brand,2023-12-25,136.34,0.437,12,False,82,764.0,0.69,,False,6,10.53
L004816,S00061,Sports,Shoes,Generic,2026-02-14,264.49,0.142,2,False,57,490.0,0.494,False,False,2,4.24
L004817,S00397,Electronics,Headphones,Generic,2025-08-21,323.53,0.166,2,False,51,532.0,0.833,False,True,5,0.29
L004818,S00009,Home,Bedding,Mid Brand,2026-04-16,175.28,0.328,1,False,101,622.0,0.585,True,True,2,12.7
L004819,S00020,Fashion,Dresses,Generic,2026-01-09,276.54,0.022,5,True,61,983.0,0.387,True,False,5,0.44
L004820,S00164,Beauty,Haircare,Generic,2025-07-06,105.29,0.016,4,False,24,664.0,0.471,False,False,3,0.57
L004821,S00436,Electronics,Mobiles,Generic,2024-06-30,204.39,0.356,3,False,70,153.0,0.551,False,False,3,0.9
L004822,S00448,Fashion,Abayas,Mid Brand,2025-04-18,23.39,0.166,4,False,35,276.0,0.536,,False,7,0.22
L004823,S00401,Electronics,Mobiles,Generic,2023-04-28,741.59,0.092,4,False,82,471.0,0.772,False,False,10,1.05
L004824,S00327,Home,Storage,Generic,2023-04-11,232.45,0.213,6,False,33,228.0,0.135,False,True,5,8.78
L004825,S00105,Fashion,T-Shirts,Generic,2025-09-25,76.43,0.217,4,True,71,903.0,0.676,True,False,7,1.13
L004826,S00193,fashion,Sneakers,Generic,2025-08-12,228.01,0.269,6,False,49,371.0,0.717,True,True,9,1.05
L004827,S00129,Fashion,Watches,Private Label,2023-12-16,190.32,0.512,4,False,49,1268.0,0.468,False,False,10,0.99
L004828,S00123,Fashion,Dresses,Mid Brand,2024-04-21,46.18,0.077,4,False,32,428.0,0.569,False,False,9,0.35
L004829,S00251,Fashion,Sneakers,Generic,2024-10-06,86.41,0.243,5,True,20,1580.0,0.601,True,False,11,0.43
L004830,S00364,Home,Bedding,Premium Brand,2024-01-19,216.48,0.366,4,False,73,,0.593,False,True,5,
L004831,S00085,Beauty,Skincare,Premium Brand,2023-02-22,109.9,0.116,5,False,29,441.0,0.695,False,False,2,0.17
L004832,S00042,Home,Decor,,2024-07-06,216.32,0.018,2,False,74,641.0,0.543,,False,3,2.16
L004833,S00403,Fashion,Jeans,Private Label,2026-04-14,132.36,0.478,4,False,36,322.0,0.448,True,True,6,0.86
L004834,S00209,Beauty,Makeup,Generic,2024-03-03,124.37,0.154,1,True,39,202.0,0.593,False,False,4,0.31
L004835,S00438,Electronics,Headphones,Premium Brand,2025-09-12,277.74,0.109,6,True,51,306.0,0.574,False,True,6,0.4
L004836,S00399,Fashion,Sneakers,Private Label,2025-02-28,93.05,0.025,7,True,45,229.0,0.722,,False,4,0.26
L004837,S00363,Fashion,Jeans,Generic,2023-07-04,316.7,0.295,5,False,69,529.0,0.307,False,False,11,0.68
L004838,S00209,Sports,Equipment,Generic,2023-08-15,181.05,0.305,1,False,25,153.0,0.551,False,True,1,1.49
L004839,S00085,Home,Bedding,,2024-09-05,164.58,0.106,3,False,46,317.0,0.292,True,True,3,8.64
L004840,S00001,Home,Furniture,Premium Brand,2025-06-06,116.94,0.066,8,False,80,1749.0,0.983,False,True,5,8.93
L004841,S00331,Fashion,Abayas,Mid Brand,2023-11-02,183.15,0.479,8,False,70,278.0,0.554,True,,10,0.46
L004842,S00313,Home,Furniture,Mid Brand,2025-08-13,155.54,0.076,3,False,41,1130.0,0.661,False,True,6,5.61
L004843,S00043,Fashion,Dresses,Premium Brand,2025-08-17,166.71,0.088,2,False,71,711.0,0.485,True,False,5,0.46
L004844,S00236,Fashion,Dresses,Generic,2023-07-10,61.45,0.065,5,False,44,506.0,0.627,True,False,5,1.16
L004845,S00203,Beauty,Fragrance,Generic,2026-02-02,28.24,0.047,3,False,44,672.0,0.619,False,False,7,0.23
L004846,S00151,Home,Bedding,Mid Brand,2024-09-20,174.32,0.361,11,True,76,1718.0,1.0,False,True,3,13.71
L004847,S00091,Electronics,Mobiles,Generic,2023-03-28,216.42,0.692,3,True,61,,0.692,False,False,7,7.33
L004848,S00161,Fashion,Sneakers,Mid Brand,2023-09-15,159.46,0.121,3,False,62,357.0,0.843,True,False,11,0.49
L004849,S00067,Home,Furniture,Mid Brand,2023-07-07,492.51,0.607,8,False,73,840.0,0.655,False,True,5,13.04
L004850,S00008,Home,Furniture,Generic,2023-10-14,162.15,0.269,3,False,35,860.0,0.606,False,False,3,1.81
L004851,S00412,Fashion,Dresses,Generic,2024-12-09,96.29,0.054,4,False,89,498.0,0.429,True,False,8,1.14
L004852,S00184,Fashion,Dresses,Private Label,2026-01-20,649.79,0.052,3,False,49,550.0,0.653,,False,9,0.86
L004853,S00124,Sports,Activewear,Mid Brand,2024-11-24,99.55,0.184,1,False,54,209.0,0.449,False,False,6,0.28
L004854,S00150,Fashion,Sneakers,Generic,2023-11-16,95.48,0.11,4,False,40,287.0,0.549,False,False,10,0.47
L004855,S00096,Fashion,Watches,Generic,2024-04-28,609.32,0.382,4,False,43,624.0,0.368,True,True,6,0.96
L004856,S00340,Home,Furniture,Generic,2023-06-15,207.72,0.132,12,False,84,396.0,0.837,False,False,5,8.08
L004857,S00135,Electronics,Cameras,,2024-10-16,242.55,0.338,5,False,89,953.0,0.687,False,False,3,0.3
L004858,S00302,Fashion,Sneakers,Mid Brand,2024-11-04,74.91,0.016,1,False,35,,0.325,True,False,3,0.41
L004859,S00406,Fashion,Dresses,Imported Brand,2025-04-03,249.58,0.379,6,False,79,355.0,0.66,True,False,9,1.19
L004860,S00424,Sports,Activewear,Generic,2023-02-01,147.01,0.102,6,False,57,398.0,0.519,False,False,3,3.55
L004861,S00407,Fashion,Watches,Generic,2025-03-12,106.95,0.037,7,True,56,658.0,0.658,,False,8,0.51
L004862,S00173,Fashion,Abayas,Generic,2025-01-14,97.61,0.261,8,False,53,411.0,0.921,True,False,11,0.81
L004863,S00344,Electronics,Small Appliances,Private Label,2025-08-23,269.69,0.033,5,False,36,469.0,0.414,False,True,4,7.06
L004864,S00281,Sports,Equipment,Private Label,2024-08-11,410.32,0.281,5,False,70,325.0,0.655,False,False,3,0.41
L004865,S00035,Fashion,Jeans,Imported Brand,2025-12-31,85.46,0.096,7,False,74,524.0,0.67,True,False,11,1.0
L004866,S00127,Home,Furniture,Private Label,2026-03-15,161.75,0.332,9,True,78,,0.823,False,False,4,11.02
L004867,S00398,Home,Bedding,Mid Brand,2025-08-22,207.94,0.116,3,False,68,439.0,0.748,False,False,3,3.83
L004868,S00068,Electronics,Cameras,Mid Brand,2024-10-29,240.99,0.105,4,False,58,3404.0,0.476,False,False,2,0.64
L004869,S00129,Fashion,Dresses,Mid Brand,2024-10-01,255.62,0.078,2,True,26,665.0,0.786,True,False,15,1.19
L004870,S00009,Electronics,Small Appliances,Private Label,2026-02-21,367.35,0.081,4,False,82,1077.0,0.64,False,False,5,6.9
L004871,S00196,Home,Storage,Mid Brand,2025-11-05,91.04,0.057,10,True,61,621.0,0.597,False,True,2,8.91
L004872,S00253,Beauty,Skincare,Generic,2023-07-03,129.21,0.049,6,False,48,449.0,0.666,False,False,2,0.77
L004873,S00094,Home,Bedding,Generic,2024-01-24,250.47,0.336,9,False,94,435.0,0.541,False,True,7,4.12
L004874,S00015,Fashion,Watches,Mid Brand,2024-06-27,39.92,0.041,4,False,71,331.0,0.49,True,False,7,0.94
L004875,S00329,Electronics,Small Appliances,Premium Brand,2025-02-15,699.4,0.04,3,False,46,177.0,0.363,False,False,5,1.42
L004876,S00404,Fashion,Watches,Mid Brand,2025-05-23,59.49,0.08,4,False,69,697.0,1.0,True,False,9,0.2
L004877,S00075,ELECTRONICS,Laptops,Imported Brand,2025-11-02,311.6,0.17,1,False,84,704.0,0.904,False,True,5,1.31
L004878,S00437,Sports,Shoes,Mid Brand,2023-12-12,42.47,0.156,6,False,63,1004.0,0.874,False,False,6,0.33
L004879,S00445,Fashion,Sneakers,Generic,2024-10-27,72.82,0.197,5,False,73,832.0,0.385,True,,10,0.56
L004880,S00418,Beauty,Fragrance,Mid Brand,2025-04-10,161.76,0.442,12,False,67,1604.0,0.764,,False,5,0.38
L004881,S00063,Beauty,Haircare,Mid Brand,2023-06-27,203.68,0.106,3,False,38,566.0,0.481,False,False,4,0.69
L004882,S00368,Sports,Outdoor,Mid Brand,2025-05-24,161.91,0.024,2,False,59,319.0,0.685,False,False,6,3.72
L004883,S00082,Beauty,Haircare,Private Label,2025-06-08,23.46,0.042,4,False,49,900.0,0.609,False,False,3,0.33
L004884,S00226,Electronics,Laptops,Generic,2023-11-23,941.63,0.117,5,False,65,758.0,0.648,False,False,8,1.29
L004885,S00359,Fashion,Jeans,Imported Brand,2025-10-02,51.97,0.538,4,False,23,359.0,0.451,False,,7,0.84
L004886,S00257,Beauty,Makeup,Generic,2023-06-17,122.97,0.049,4,False,39,811.0,0.518,False,True,5,0.55
L004887,S00207,Electronics,Laptops,Mid Brand,2024-02-24,965.82,0.202,2,False,30,408.0,0.739,False,False,1,
L004888,S00088,Fashion,Abayas,Mid Brand,2024-12-30,96.04,0.073,5,False,14,132.0,0.378,False,,13,0.28
L004889,S00156,Fashion,Dresses,Generic,2024-12-25,52.71,0.018,3,False,78,302.0,0.416,True,True,7,0.55
L004890,S00263,Home,Storage,Premium Brand,2025-06-06,342.44,0.052,4,False,48,1462.0,0.659,False,True,4,2.51
L004891,S00084,Home,Storage,Generic,2024-06-16,101.37,0.021,3,False,74,375.0,0.518,False,True,2,2.73
L004892,S00113,Electronics,Small Appliances,Private Label,2026-04-09,456.12,0.044,4,False,72,344.0,0.547,False,False,5,3.05
L004893,S00417,Electronics,Cameras,Generic,2025-01-30,204.02,0.171,4,True,45,373.0,0.642,False,True,5,1.26
L004894,S00008,Sports,Shoes,Generic,2024-05-01,173.11,0.19,1,False,50,269.0,0.649,,,6,2.38
L004895,S00355,Electronics,Mobiles,,2023-01-06,86.28,0.183,4,True,55,469.0,0.577,False,False,1,2.97
L004896,S00025,Fashion,Dresses,Premium Brand,2026-05-27,67.02,0.221,4,False,11,230.0,0.761,False,False,7,0.58
L004897,S00189,Electronics,Cameras,Imported Brand,2025-02-07,214.88,0.081,3,False,41,381.0,0.217,,False,2,0.87
L004898,S00286,Fashion,Jeans,Generic,2024-03-25,276.6,0.006,1,False,63,657.0,0.519,True,False,4,1.14
L004899,S00015,Fashion,Dresses,Premium Brand,2025-11-24,43.2,0.451,6,False,59,974.0,0.617,True,True,10,1.01
L004900,S00370,Electronics,Small Appliances,Private Label,2024-02-07,466.99,0.283,6,False,36,220.0,0.38,False,True,4,5.09
L004901,S00346,Electronics,Laptops,Generic,2025-02-11,395.14,0.146,6,False,108,3382.0,0.818,False,False,4,5.53
L004902,S00232,Home,Bedding,Private Label,2025-04-29,206.84,0.018,5,True,42,508.0,0.325,False,True,1,11.91
L004903,S00036,Electronics,Small Appliances,Premium Brand,2024-03-06,618.49,0.087,5,True,49,227.0,0.569,False,False,1,0.72
L004904,S00325,Beauty,Skincare,Mid Brand,2025-06-26,114.08,0.238,8,True,49,1200.0,,False,True,7,0.37
L004905,S00125,Home,Storage,Imported Brand,2025-07-11,128.84,0.104,3,False,86,514.0,0.623,False,False,2,12.71
L004906,S00237,Electronics,Laptops,Mid Brand,2024-05-14,334.66,0.01,5,True,65,673.0,0.482,False,True,4,7.31
L004907,S00291,Electronics,Headphones,Mid Brand,2025-06-23,344.02,0.043,6,True,52,210.0,0.197,False,False,2,4.19
L004908,S00450,Electronics,Headphones,Mid Brand,2025-05-29,440.51,0.139,5,True,39,441.0,0.721,False,False,5,4.15
L004909,S00354,Fashion,T-Shirts,Generic,2025-06-06,174.1,0.328,9,False,84,868.0,0.819,True,False,9,0.24
L004910,S00444,Fashion,Dresses,Mid Brand,2025-11-23,180.87,0.19,1,False,29,362.0,0.575,True,False,9,0.87
L004911,S00351,Home,Storage,Generic,2025-07-14,388.96,0.134,12,False,65,128.0,0.78,False,True,10,14.25
L004912,S00120,Fashion,Dresses,Generic,2024-09-22,205.6,0.073,4,False,70,326.0,0.866,False,True,7,0.58
L004913,S00308,Electronics,Small Appliances,Mid Brand,2025-05-06,667.96,0.026,4,False,90,267.0,0.757,False,True,5,0.63
L004914,S00147,Electronics,Mobiles,Mid Brand,2025-12-11,,0.169,5,False,53,394.0,0.605,False,False,4,0.32
L004915,S00347,Electronics,Cameras,Generic,2026-03-31,872.39,0.266,4,False,72,442.0,0.889,False,True,2,0.68
L004916,S00103,Electronics,Mobiles,Generic,2024-09-27,326.4,0.34,3,False,69,1523.0,0.93,False,False,6,5.01
L004917,S00041,Electronics,Headphones,Premium Brand,2026-03-05,257.47,0.104,1,False,60,,0.549,False,False,3,0.26
L004918,S00293,Home,Storage,Private Label,2026-04-13,274.97,0.21,9,True,76,407.0,0.542,,True,2,3.38
L004919,S00264,Beauty,Fragrance,Imported Brand,2024-10-13,75.76,0.207,6,False,42,1231.0,0.362,False,False,5,0.78
L004920,S00238,Home,Kitchen,Generic,2023-12-08,114.12,0.252,5,False,31,295.0,0.464,False,False,4,4.42
L004921,S00042,Sports,Shoes,Private Label,2025-09-14,94.1,0.016,5,False,60,583.0,0.388,True,False,2,1.6
L004922,S00219,Beauty,Skincare,Generic,2024-02-14,62.96,0.145,2,False,64,290.0,0.627,False,False,6,0.73
L004923,S00133,Electronics,Mobiles,Mid Brand,2023-05-16,831.04,0.047,7,False,51,322.0,0.762,False,False,3,1.11
L004924,S00227,Beauty,Makeup,Mid Brand,2024-08-18,215.46,0.547,1,False,78,370.0,0.346,False,True,2,0.52
L004925,S00249,Home,Bedding,Private Label,2025-02-09,339.49,0.338,10,False,55,1065.0,0.778,,True,4,13.26
L004926,S00222,Fashion,Watches,,2026-02-13,266.57,0.237,5,True,80,105.0,0.558,False,True,5,0.54
L004927,S00155,Electronics,Mobiles,Premium Brand,2024-08-27,121.43,0.153,4,False,66,664.0,0.628,False,False,1,1.07
L004928,S00428,Fashion,Abayas,Mid Brand,2023-03-20,87.22,0.048,3,False,80,525.0,0.526,True,False,4,0.3
L004929,S00442,Beauty,Fragrance,Generic,2025-09-27,96.94,0.246,4,False,47,477.0,0.432,False,True,1,0.14
L004930,S00271,Sports,Equipment,Generic,2023-11-28,492.11,0.263,12,False,68,1301.0,0.638,True,True,6,3.7
L004931,S00009,Fashion,Abayas,Premium Brand,2025-01-28,315.52,0.166,5,True,79,1189.0,,,True,8,0.94
L004932,S00423,Beauty,Haircare,Private Label,2023-09-30,78.62,0.13,5,False,84,1038.0,0.702,False,False,5,0.67
L004933,S00061,Fashion,Abayas,Mid Brand,2026-04-06,77.32,0.609,4,False,104,714.0,0.695,True,False,8,0.81
L004934,S00206,Fashion,T-Shirts,Private Label,2023-09-01,91.55,0.204,6,False,43,971.0,0.918,True,False,6,1.09
L004935,S00317,Fashion,Sneakers,Generic,2025-06-27,179.57,0.024,4,False,32,1607.0,0.482,False,False,7,0.88
L004936,S00294,Home,Kitchen,Generic,2023-05-31,119.88,0.074,9,True,68,906.0,0.846,False,True,6,5.44
L004937,S00326,Home,Bedding,Mid Brand,2025-04-01,334.52,0.456,5,False,63,397.0,0.689,False,True,4,6.01
L004938,S00378,Fashion,Watches,Generic,2023-07-01,221.18,0.204,8,False,47,493.0,0.694,True,False,11,0.89
L004939,S00226,Beauty,Skincare,Generic,2025-08-05,132.97,0.106,8,True,52,697.0,0.874,False,True,6,0.71
L004940,S00010,Fashion,Jeans,Generic,2026-05-19,159.24,0.053,5,True,72,248.0,0.772,True,False,6,0.91
L004941,S00172,Beauty,Skincare,Generic,2026-01-24,125.86,0.106,1,False,36,600.0,0.394,False,False,3,0.24
L004942,S00368,Home,Decor,Premium Brand,2025-03-05,119.77,0.059,7,True,60,687.0,0.479,False,True,1,6.94
L004943,S00426,Beauty,Makeup,Mid Brand,2024-03-23,69.81,0.305,6,False,68,396.0,0.848,False,False,6,0.68
L004944,S00012,Sports,Equipment,Generic,2023-11-18,72.03,0.373,6,False,91,1665.0,0.466,False,False,3,3.53
L004945,S00173,Home,Furniture,Generic,2023-01-29,300.65,0.107,4,False,45,688.0,0.565,False,True,8,13.96
L004946,S00222,Electronics,Laptops,Mid Brand,2024-07-06,161.03,0.13,3,False,64,1314.0,0.768,False,False,1,0.48
L004947,S00210,Beauty,Skincare,Generic,2023-12-04,53.58,0.176,4,False,58,1973.0,1.0,False,False,9,0.45
L004948,S00172,Electronics,Laptops,Mid Brand,2024-09-05,242.8,0.07,1,True,46,390.0,0.608,False,False,1,0.54
L004949,S00404,Fashion,Sneakers,Premium Brand,2025-11-17,152.81,0.22,10,False,57,492.0,0.468,True,True,14,0.59
L004950,S00031,Fashion,T-Shirts,Generic,2024-08-01,137.24,0.138,2,True,43,558.0,0.318,True,False,4,0.87
L004951,S00006,Fashion,Dresses,Mid Brand,2025-10-22,76.32,0.04,2,True,59,236.0,0.51,False,False,9,1.12
L004952,S00197,Fashion,Watches,Private Label,2023-08-19,98.26,0.006,5,True,59,663.0,,True,False,4,0.21
L004953,S00085,HOME,Kitchen,Generic,2023-03-10,391.32,0.259,4,False,57,1144.0,0.762,,False,5,12.3
L004954,S00398,Sports,Outdoor,Private Label,2025-06-27,142.54,0.12,3,False,63,424.0,0.496,False,False,7,0.9
L004955,S00372,Beauty,Makeup,Generic,2025-09-22,94.19,0.046,8,False,56,836.0,0.572,False,True,3,0.32
L004956,S00318,Sports,Equipment,Generic,2026-05-06,286.78,0.032,7,False,114,1013.0,0.84,False,False,9,4.32
L004957,S00156,Home,Bedding,Mid Brand,2026-04-18,225.41,0.1,7,True,44,583.0,0.651,False,False,1,4.92
L004958,S00115,fashion,Abayas,Imported Brand,2025-11-17,179.36,0.341,3,False,87,213.0,0.529,True,False,6,1.06
L004959,S00168,Home,Kitchen,Private Label,2023-07-20,91.14,0.45,3,False,92,341.0,0.825,False,True,9,4.98
L004960,S00098,Electronics,Small Appliances,Mid Brand,2025-12-25,393.17,0.124,6,False,39,671.0,0.606,False,False,3,1.09
L004961,S00344,Fashion,T-Shirts,,2024-04-09,142.41,0.055,3,False,65,448.0,0.592,True,False,7,0.31
L004962,S00142,Beauty,Skincare,Private Label,2024-01-29,121.48,0.029,8,False,57,303.0,0.611,False,False,6,0.4
L004963,S00039,Fashion,T-Shirts,Generic,2024-08-21,84.67,0.071,5,False,47,206.0,0.478,False,False,9,0.25
L004964,S00299,fashion,Dresses,Mid Brand,2023-09-25,87.56,0.061,7,False,37,1158.0,0.509,True,False,5,1.06
L004965,S00251,Home,Storage,Mid Brand,2024-10-08,282.75,0.262,7,False,81,564.0,0.547,True,True,4,7.39
L004966,S00122,Fashion,Jeans,Generic,2023-09-20,211.99,0.015,4,False,66,537.0,0.728,False,True,8,1.01
